Unemployment_rate_2013,Median_Household_Income_2018,state,county
3.3,"56,535",sd,yankton county
6.2,"32,341",sd,ziebach county
7.8,"52,366",tn,tennessee
7.9,"50,672",tn,anderson county
9.2,"49,860",tn,bedford county
9.8,"38,940",tn,benton county
10.5,"40,195",tn,bledsoe county
7.0,"57,939",tn,blount county
7.1,"50,427",tn,bradley county
11.1,"39,443",tn,campbell county
7.9,"51,859",tn,cannon county
11.9,"42,025",tn,carroll county
9.2,"39,202",tn,carter county
6.6,"63,241",tn,cheatham county
8.1,"47,508",tn,chester county
10.7,"37,987",tn,claiborne county
10.8,"34,238",tn,clay county
10.9,"36,192",tn,cocke county
7.8,"49,494",tn,coffee county
9.1,"44,431",tn,crockett county
9.3,"46,527",tn,cumberland county
5.9,"60,799",tn,davidson county
10.6,"42,905",tn,decatur county
10.1,"47,420",tn,dekalb county
7.7,"56,166",tn,dickson county
10.5,"44,302",tn,dyer county
8.6,"59,529",tn,fayette county
9.8,"36,687",tn,fentress county
7.3,"50,201",tn,franklin county
11.0,"42,720",tn,gibson county
8.2,"48,024",tn,giles county
10.0,"41,829",tn,grainger county
9.7,"44,366",tn,greene county
10.1,"36,317",tn,grundy county
9.1,"44,040",tn,hamblen county
7.2,"57,196",tn,hamilton county
11.8,"30,691",tn,hancock county
11.1,"37,834",tn,hardeman county
10.4,"37,690",tn,hardin county
8.8,"42,188",tn,hawkins county
11.8,"39,574",tn,haywood county
10.5,"43,491",tn,henderson county
9.5,"43,159",tn,henry county
8.3,"44,684",tn,hickman county
10.9,"44,688",tn,houston county
8.8,"48,056",tn,humphreys county
10.3,"37,563",tn,jackson county
9.1,"49,611",tn,jefferson county
9.0,"35,778",tn,johnson county
6.3,"55,874",tn,knox county
10.1,"33,709",tn,lake county
11.7,"38,849",tn,lauderdale county
9.9,"43,651",tn,lawrence county
10.6,"40,541",tn,lewis county
6.3,"51,249",tn,lincoln county
7.8,"58,186",tn,loudon county
9.0,"46,029",tn,mcminn county
11.7,"39,859",tn,mcnairy county
8.2,"42,265",tn,macon county
8.1,"46,651",tn,madison county
9.1,"50,819",tn,marion county
8.2,"51,868",tn,marshall county
7.1,"57,337",tn,maury county
10.3,"50,565",tn,meigs county
9.8,"45,566",tn,monroe county
7.6,"56,102",tn,montgomery county
6.0,"58,234",tn,moore county
10.2,"40,397",tn,morgan county
11.6,"42,532",tn,obion county
9.0,"42,149",tn,overton county
9.4,"41,960",tn,perry county
9.5,"40,182",tn,pickett county
9.2,"41,968",tn,polk county
8.0,"45,512",tn,putnam county
10.7,"44,132",tn,rhea county
9.0,"54,440",tn,roane county
6.8,"66,006",tn,robertson county
6.2,"64,170",tn,rutherford county
14.5,"35,685",tn,scott county
8.6,"49,707",tn,sequatchie county
8.5,"47,202",tn,sevier county
8.8,"47,924",tn,shelby county
7.8,"50,704",tn,smith county
11.0,"46,565",tn,stewart county
7.6,"46,024",tn,sullivan county
6.2,"66,171",tn,sumner county
9.5,"60,874",tn,tipton county
8.5,"49,280",tn,trousdale county
10.5,"43,688",tn,unicoi county
9.6,"40,322",tn,union county
11.5,"38,265",tn,van buren county
8.5,"42,475",tn,warren county
7.2,"49,242",tn,washington county
9.7,"38,879",tn,wayne county
10.4,"42,351",tn,weakley county
9.5,"42,603",tn,white county
5.2,"115,930",tn,williamson county
6.3,"76,507",tn,wilson county
6.3,"60,632",tx,texas
5.8,"45,969",tx,anderson county
3.8,"84,946",tx,andrews county
6.5,"46,653",tx,angelina county
6.6,"46,912",tx,aransas county
5.2,"61,190",tx,archer county
4.0,"57,210",tx,armstrong county
6.2,"50,594",tx,atascosa county
5.9,"59,942",tx,austin county
7.2,"45,051",tx,bailey county
6.0,"53,008",tx,bandera county
6.2,"61,883",tx,bastrop county
5.3,"41,180",tx,baylor county
6.6,"41,806",tx,bee county
6.9,"54,292",tx,bell county
5.8,"54,210",tx,bexar county
4.7,"64,832",tx,blanco county
4.1,"66,101",tx,borden county
6.5,"48,460",tx,bosque county
7.6,"47,339",tx,bowie county
6.1,"74,225",tx,brazoria county
4.9,"50,113",tx,brazos county
5.6,"45,670",tx,brewster county
5.6,"44,409",tx,briscoe county
9.0,"30,116",tx,brooks county
6.5,"47,097",tx,brown county
6.2,"53,626",tx,burleson county
5.5,"56,696",tx,burnet county
6.6,"52,588",tx,caldwell county
6.2,"52,085",tx,calhoun county
5.7,"50,330",tx,callahan county
10.0,"38,106",tx,cameron county
7.3,"43,714",tx,camp county
4.4,"64,799",tx,carson county
9.2,"44,154",tx,cass county
4.7,"45,689",tx,castro county
7.3,"89,513",tx,chambers county
6.9,"43,483",tx,cherokee county
4.3,"42,291",tx,childress county
5.5,"58,356",tx,clay county
6.6,"42,873",tx,cochran county
5.1,"44,804",tx,coke county
7.5,"39,484",tx,coleman county
5.5,"96,936",tx,collin county
5.1,"39,536",tx,collingsworth county
5.8,"48,258",tx,colorado county
6.0,"76,523",tx,comal county
5.9,"52,251",tx,comanche county
4.0,"40,987",tx,concho county
5.0,"52,047",tx,cooke county
7.2,"48,099",tx,coryell county
6.7,"38,304",tx,cottle county
4.5,"61,987",tx,crane county
5.1,"49,117",tx,crockett county
5.9,"37,911",tx,crosby county
5.0,"42,164",tx,culberson county
3.5,"50,587",tx,dallam county
6.6,"59,838",tx,dallas county
6.4,"43,726",tx,dawson county
4.5,"44,230",tx,deaf smith county
6.3,"44,410",tx,delta county
5.4,"88,384",tx,denton county
4.7,"49,208",tx,dewitt county
9.2,"39,627",tx,dickens county
5.0,"37,177",tx,dimmit county
5.1,"40,945",tx,donley county
6.4,"35,156",tx,duval county
6.0,"44,773",tx,eastland county
4.3,"60,431",tx,ector county
5.9,"37,812",tx,edwards county
6.2,"76,792",tx,ellis county
7.9,"43,948",tx,el paso county
5.4,"47,087",tx,erath county
7.1,"37,428",tx,falls county
7.0,"53,111",tx,fannin county
4.4,"55,776",tx,fayette county
5.4,"45,261",tx,fisher county
8.8,"39,891",tx,floyd county
5.2,"37,648",tx,foard county
5.5,"92,310",tx,fort bend county
6.5,"48,222",tx,franklin county
6.9,"49,317",tx,freestone county
4.7,"41,038",tx,frio county
4.2,"56,321",tx,gaines county
6.9,"71,959",tx,galveston county
4.5,"46,490",tx,garza county
4.4,"61,433",tx,gillespie county
3.6,"83,330",tx,glasscock county
5.2,"55,008",tx,goliad county
5.1,"49,829",tx,gonzales county
5.2,"49,121",tx,gray county
6.3,"51,403",tx,grayson county
5.9,"50,610",tx,gregg county
6.0,"49,498",tx,grimes county
5.5,"73,864",tx,guadalupe county
13.3,"42,782",tx,hale county
7.1,"32,597",tx,hall county
6.0,"49,210",tx,hamilton county
3.3,"57,240",tx,hansford county
5.8,"42,469",tx,hardeman county
8.0,"60,909",tx,hardin county
6.1,"60,241",tx,harris county
6.8,"50,131",tx,harrison county
3.1,"72,451",tx,hartley county
4.9,"40,880",tx,haskell county
5.3,"68,180",tx,hays county
3.0,"66,849",tx,hemphill county
7.1,"43,337",tx,henderson county
10.3,"38,785",tx,hidalgo county
6.4,"48,670",tx,hill county
5.0,"46,764",tx,hockley county
6.1,"60,917",tx,hood county
5.8,"52,079",tx,hopkins county
6.2,"39,533",tx,houston county
5.4,"50,423",tx,howard county
7.0,"42,671",tx,hudspeth county
7.4,"53,360",tx,hunt county
6.2,"54,351",tx,hutchinson county
4.2,"56,775",tx,irion county
5.3,"48,780",tx,jack county
5.0,"54,088",tx,jackson county
10.5,"47,551",tx,jasper county
4.1,"51,343",tx,jeff davis county
10.9,"48,121",tx,jefferson county
7.1,"36,176",tx,jim hogg county
6.1,"41,919",tx,jim wells county
6.1,"62,635",tx,johnson county
6.7,"43,903",tx,jones county
5.4,"48,743",tx,karnes county
6.4,"67,434",tx,kaufman county
5.1,"90,937",tx,kendall county
4.0,"42,153",tx,kenedy county
3.9,"47,625",tx,kent county
5.5,"53,704",tx,kerr county
4.9,"42,503",tx,kimble county
4.6,"57,925",tx,king county
9.5,"43,192",tx,kinney county
6.5,"42,605",tx,kleberg county
5.4,"39,726",tx,knox county
8.1,"45,767",tx,lamar county
6.8,"42,700",tx,lamb county
7.2,"55,151",tx,lampasas county
3.8,"40,072",tx,la salle county
4.7,"51,128",tx,lavaca county
5.1,"55,834",tx,lee county
6.9,"47,065",tx,leon county
8.9,"52,577",tx,liberty county
6.7,"43,226",tx,limestone county
4.0,"57,332",tx,lipscomb county
4.4,"48,814",tx,live oak county
6.4,"54,019",tx,llano county
5.3,"78,637",tx,loving county
4.9,"50,377",tx,lubbock county
5.3,"43,436",tx,lynn county
5.3,"42,719",tx,mcculloch county
6.2,"48,858",tx,mclennan county
2.6,"64,633",tx,mcmullen county
6.5,"45,445",tx,madison county
8.1,"38,011",tx,marion county
4.2,"56,484",tx,martin county
5.5,"49,560",tx,mason county
9.7,"48,830",tx,matagorda county
12.5,"35,594",tx,maverick county
6.1,"59,304",tx,medina county
5.9,"35,881",tx,menard county
3.7,"80,189",tx,midland county
7.8,"46,720",tx,milam county
5.3,"47,068",tx,mills county
5.5,"48,529",tx,mitchell county
4.9,"50,542",tx,montague county
5.4,"77,598",tx,montgomery county
4.3,"53,785",tx,moore county
9.6,"41,418",tx,morris county
6.0,"41,009",tx,motley county
6.5,"45,357",tx,nacogdoches county
6.5,"46,259",tx,navarro county
10.8,"43,367",tx,newton county
5.7,"42,522",tx,nolan county
6.1,"53,034",tx,nueces county
3.8,"49,845",tx,ochiltree county
4.5,"56,590",tx,oldham county
10.4,"56,556",tx,orange county
6.5,"46,067",tx,palo pinto county
6.2,"51,192",tx,panola county
5.5,"73,718",tx,parker county
3.9,"50,539",tx,parmer county
5.4,"47,008",tx,pecos county
7.7,"46,017",tx,polk county
5.0,"41,912",tx,potter county
12.9,"37,738",tx,presidio county
6.1,"47,572",tx,rains county
4.3,"69,600",tx,randall county
4.0,"65,273",tx,reagan county
8.0,"39,506",tx,real county
10.1,"42,233",tx,red river county
5.8,"45,341",tx,reeves county
5.4,"44,821",tx,refugio county
4.4,"67,470",tx,roberts county
7.0,"44,917",tx,robertson county
5.8,"102,858",tx,rockwall county
5.3,"42,205",tx,runnels county
6.2,"49,788",tx,rusk county
12.9,"40,641",tx,sabine county
11.6,"38,826",tx,san augustine county
7.6,"47,028",tx,san jacinto county
7.2,"53,559",tx,san patricio county
5.7,"43,827",tx,san saba county
3.5,"47,317",tx,schleicher county
4.2,"53,059",tx,scurry county
3.3,"57,126",tx,shackelford county
7.4,"41,961",tx,shelby county
4.1,"57,052",tx,sherman county
6.5,"56,848",tx,smith county
6.0,"63,929",tx,somervell county
15.0,"30,490",tx,starr county
5.2,"43,115",tx,stephens county
3.9,"59,064",tx,sterling county
4.7,"46,915",tx,stonewall county
4.6,"54,774",tx,sutton county
8.4,"43,084",tx,swisher county
6.0,"66,059",tx,tarrant county
5.3,"48,040",tx,taylor county
5.0,"41,413",tx,terrell county
5.9,"41,268",tx,terry county
5.0,"42,701",tx,throckmorton county
7.4,"45,604",tx,titus county
5.2,"51,393",tx,tom green county
5.0,"76,255",tx,travis county
7.5,"40,486",tx,trinity county
10.3,"44,041",tx,tyler county
6.4,"48,554",tx,upshur county
4.1,"53,867",tx,upton county
7.0,"39,725",tx,uvalde county
7.4,"44,276",tx,val verde county
6.5,"51,152",tx,van zandt county
5.3,"51,646",tx,victoria county
6.6,"43,681",tx,walker county
6.5,"59,807",tx,waller county
4.7,"53,621",tx,ward county
5.5,"54,332",tx,washington county
6.1,"44,919",tx,webb county
6.0,"48,040",tx,wharton county
4.3,"48,018",tx,wheeler county
5.9,"47,477",tx,wichita county
5.8,"44,735",tx,wilbarger county
15.8,"33,171",tx,willacy county
5.3,"87,817",tx,williamson county
5.3,"71,207",tx,wilson county
5.3,"56,781",tx,winkler county
6.0,"66,387",tx,wise county
7.3,"48,384",tx,wood county
3.9,"61,560",tx,yoakum county
5.2,"49,301",tx,young county
6.2,"33,160",tx,zapata county
14.5,"30,076",tx,zavala county
4.6,"71,381",ut,utah
4.7,"55,940",ut,beaver county
4.7,"62,689",ut,box elder county
4.0,"60,315",ut,cache county
6.3,"51,394",ut,carbon county
4.9,"58,910",ut,daggett county
4.3,"84,381",ut,davis county
4.3,"60,767",ut,duchesne county
6.1,"54,213",ut,emery county
9.2,"51,028",ut,garfield county
7.7,"50,750",ut,grand county
5.5,"51,393",ut,iron county
5.0,"65,379",ut,juab county
5.4,"52,355",ut,kane county
4.1,"58,644",ut,millard county
4.0,"98,875",ut,morgan county
7.6,"40,387",ut,piute county
4.6,"60,695",ut,rich county
4.4,"73,619",ut,salt lake county
8.0,"42,982",ut,san juan county
5.6,"52,910",ut,sanpete county
5.4,"54,339",ut,sevier county
4.2,"105,374",ut,summit county
5.4,"73,584",ut,tooele county
4.4,"63,631",ut,uintah county
4.2,"75,296",ut,utah county
4.7,"85,380",ut,wasatch county
5.5,"57,069",ut,washington county
10.9,"47,175",ut,wayne county
5.4,"68,106",ut,weber county
4.4,"60,917",vt,vermont
4.1,"68,878",vt,addison county
5.2,"52,510",vt,bennington county
5.3,"50,368",vt,caledonia county
3.4,"74,240",vt,chittenden county
6.8,"43,671",vt,essex county
4.2,"61,129",vt,franklin county
4.5,"67,746",vt,grand isle county
5.7,"60,230",vt,lamoille county
4.1,"62,300",vt,orange county
6.8,"48,688",vt,orleans county
5.3,"51,723",vt,rutland county
4.3,"61,808",vt,washington county
4.7,"54,441",vt,windham county
4.2,"57,438",vt,windsor county
5.7,"72,600",va,virginia
7.2,"42,879",va,accomack county
4.8,"80,392",va,albemarle county
6.6,"46,538",va,alleghany county
5.9,"57,280",va,amelia county
6.1,"50,580",va,amherst county
6.5,"51,131",va,appomattox county
3.5,"120,950",va,arlington county
5.2,"60,556",va,augusta county
5.3,"50,564",va,bath county
5.7,"61,186",va,bedford county
6.8,"47,681",va,bland county
5.3,"71,874",va,botetourt county
9.4,"41,803",va,brunswick county
11.0,"32,144",va,buchanan county
7.9,"45,889",va,buckingham county
6.0,"51,525",va,campbell county
7.1,"67,335",va,caroline county
8.3,"41,517",va,carroll county
6.8,"56,872",va,charles city county
7.8,"41,382",va,charlotte county
5.7,"80,734",va,chesterfield county
4.7,"84,021",va,clarke county
7.0,"50,858",va,craig county
5.4,"72,111",va,culpeper county
6.7,"46,300",va,cumberland county
11.2,"35,047",va,dickenson county
7.4,"57,257",va,dinwiddie county
6.6,"50,785",va,essex county
4.4,"122,035",va,fairfax county
4.9,"93,462",va,fauquier county
5.4,"48,315",va,floyd county
4.8,"73,463",va,fluvanna county
5.9,"53,522",va,franklin county
5.3,"77,684",va,frederick county
7.0,"50,591",va,giles county
5.2,"70,938",va,gloucester county
5.1,"89,331",va,goochland county
9.7,"37,550",va,grayson county
4.8,"67,498",va,greene county
7.7,"43,533",va,greensville county
9.1,"43,096",va,halifax county
5.1,"91,028",va,hanover county
5.6,"68,581",va,henrico county
9.1,"36,471",va,henry county
4.3,"45,089",va,highland county
5.7,"72,993",va,isle of wight county
5.3,"86,541",va,james city county
6.1,"51,124",va,king and queen county
5.8,"86,619",va,king george county
5.6,"68,724",va,king william county
7.5,"52,814",va,lancaster county
8.8,"34,796",va,lee county
4.4,"140,382",va,loudoun county
5.7,"63,714",va,louisa county
7.1,"41,421",va,lunenburg county
4.5,"60,450",va,madison county
5.1,"61,764",va,mathews county
9.3,"44,832",va,mecklenburg county
5.5,"54,871",va,middlesex county
5.7,"52,538",va,montgomery county
5.5,"56,690",va,nelson county
5.0,"90,858",va,new kent county
9.1,"43,157",va,northampton county
7.4,"55,418",va,northumberland county
6.0,"46,368",va,nottoway county
5.9,"63,681",va,orange county
9.2,"49,073",va,page county
8.3,"42,862",va,patrick county
7.0,"44,710",va,pittsylvania county
5.1,"88,475",va,powhatan county
8.4,"48,450",va,prince edward county
7.0,"68,133",va,prince george county
5.2,"106,200",va,prince william county
7.6,"50,834",va,pulaski county
5.1,"71,035",va,rappahannock county
6.2,"49,399",va,richmond county
5.0,"68,734",va,roanoke county
5.8,"53,413",va,rockbridge county
5.1,"61,375",va,rockingham county
8.5,"38,966",va,russell county
7.0,"40,161",va,scott county
5.6,"55,283",va,shenandoah county
9.1,"40,972",va,smyth county
5.6,"52,741",va,southampton county
5.8,"86,695",va,spotsylvania county
5.7,"108,421",va,stafford county
7.3,"54,663",va,surry county
9.3,"43,031",va,sussex county
8.6,"42,074",va,tazewell county
6.1,"65,635",va,warren county
6.4,"45,510",va,washington county
6.9,"51,414",va,westmoreland county
10.3,"38,045",va,wise county
7.8,"46,345",va,wythe county
5.4,"86,317",va,york county
4.1,"99,425",va,alexandria city
7.0,"36,903",va,bristol city
6.8,"43,390",va,buena vista city
4.7,"56,997",va,charlottesville city
5.9,"78,846",va,chesapeake city
6.5,"56,800",va,colonial heights city
8.4,"40,504",va,covington city
9.8,"36,015",va,danville city
9.8,"36,908",va,emporia city
4.2,"105,532",va,fairfax city
3.9,"137,551",va,falls church city
9.3,"37,327",va,franklin city
6.5,"58,448",va,fredericksburg city
8.6,"36,571",va,galax city
7.5,"54,763",va,hampton city
6.8,"42,640",va,harrisonburg city
9.8,"42,568",va,hopewell city
8.5,"48,726",va,lexington city
7.1,"43,200",va,lynchburg city
5.4,"79,141",va,manassas city
5.1,"77,032",va,manassas park city
11.2,"33,892",va,martinsville city
6.8,"50,283",va,newport news city
7.0,"48,519",va,norfolk city
8.3,"34,442",va,norton city
11.7,"37,049",va,petersburg city
5.0,"96,057",va,poquoson city
8.1,"47,343",va,portsmouth city
7.5,"39,254",va,radford city
6.8,"48,747",va,richmond city
6.7,"42,715",va,roanoke city
5.8,"57,274",va,salem city
5.8,"47,319",va,staunton city
6.3,"69,753",va,suffolk city
5.4,"76,520",va,virginia beach city
6.1,"47,117",va,waynesboro city
7.7,"52,845",va,williamsburg city
5.8,"51,456",va,winchester city
7.0,"74,023",wa,washington
8.4,"52,012",wa,adams county
6.6,"49,776",wa,asotin county
8.9,"69,212",wa,benton county
7.3,"57,243",wa,chelan county
9.6,"57,183",wa,clallam county
8.5,"73,971",wa,clark county
8.0,"53,700",wa,columbia county
9.8,"58,624",wa,cowlitz county
8.3,"65,912",wa,douglas county
13.5,"40,468",wa,ferry county
9.4,"60,483",wa,franklin county
7.4,"50,185",wa,garfield county
8.7,"53,688",wa,grant county
11.9,"48,763",wa,grays harbor county
7.4,"65,987",wa,island county
9.4,"55,893",wa,jefferson county
5.1,"94,822",wa,king county
7.2,"76,530",wa,kitsap county
7.8,"55,624",wa,kittitas county
9.4,"56,503",wa,klickitat county
10.5,"57,019",wa,lewis county
6.8,"53,326",wa,lincoln county
10.0,"58,239",wa,mason county
8.6,"48,345",wa,okanogan county
11.3,"46,365",wa,pacific county
11.9,"49,750",wa,pend oreille county
8.3,"75,022",wa,pierce county
6.0,"62,249",wa,san juan county
8.6,"70,955",wa,skagit county
9.9,"64,344",wa,skamania county
5.8,"87,096",wa,snohomish county
8.2,"59,408",wa,spokane county
10.8,"51,183",wa,stevens county
7.6,"72,400",wa,thurston county
12.0,"55,692",wa,wahkiakum county
7.1,"57,329",wa,walla walla county
7.4,"62,262",wa,whatcom county
6.0,"45,389",wa,whitman county
10.0,"51,377",wa,yakima county
6.8,"44,038",wn,west virginia
7.1,"39,776",wv,barbour county
5.6,"59,619",wv,berkeley county
9.6,"38,110",wv,boone county
10.3,"39,292",wv,braxton county
7.7,"48,342",wv,brooke county
5.8,"39,790",wv,cabell county
10.1,"36,384",wv,calhoun county
12.0,"35,983",wv,clay county
5.3,"44,725",wv,doddridge county
8.6,"37,867",wv,fayette county
6.7,"38,173",wv,gilmer county
8.2,"42,146",wv,grant county
7.4,"37,665",wv,greenbrier county
7.0,"44,442",wv,hampshire county
8.1,"47,299",wv,hancock county
9.5,"43,573",wv,hardy county
5.6,"47,942",wv,harrison county
6.9,"48,731",wv,jackson county
4.8,"75,027",wv,jefferson county
5.9,"41,926",wv,kanawha county
6.4,"40,691",wv,lewis county
9.6,"39,766",wv,lincoln county
9.8,"34,894",wv,logan county
12.7,"27,292",wv,mcdowell county
5.9,"46,244",wv,marion county
7.3,"50,064",wv,marshall county
9.4,"43,050",wv,mason county
7.7,"37,860",wv,mercer county
7.8,"48,578",wv,mineral county
11.2,"32,917",wv,mingo county
4.5,"51,070",wv,monongalia county
6.3,"38,171",wv,monroe county
6.2,"49,487",wv,morgan county
9.6,"38,572",wv,nicholas county
5.7,"48,689",wv,ohio county
5.4,"40,415",wv,pendleton county
7.3,"50,768",wv,pleasants county
8.6,"39,467",wv,pocahontas county
6.5,"47,101",wv,preston county
5.7,"61,995",wv,putnam county
7.3,"41,298",wv,raleigh county
7.2,"40,064",wv,randolph county
6.1,"43,717",wv,ritchie county
10.4,"36,658",wv,roane county
7.6,"34,768",wv,summers county
5.6,"46,370",wv,taylor county
6.8,"48,070",wv,tucker county
8.7,"46,054",wv,tyler county
7.1,"41,213",wv,upshur county
6.9,"38,704",wv,wayne county
10.3,"34,054",wv,webster county
9.1,"44,685",wv,wetzel county
10.1,"44,837",wv,wirt county
6.2,"45,278",wv,wood county
9.2,"35,460",wv,wyoming county
6.7,"60,779",wi,wisconsin
10.9,"43,000",wi,adams county
9.2,"44,627",wi,ashland county
7.5,"50,344",wi,barron county
11.0,"53,637",wi,bayfield county
6.2,"62,097",wi,brown county
6.6,"59,087",wi,buffalo county
8.5,"55,295",wi,burnett county
5.3,"72,645",wi,calumet county
6.7,"59,528",wi,chippewa county
7.1,"55,245",wi,clark county
6.5,"65,435",wi,columbia county
8.2,"49,200",wi,crawford county
4.7,"71,789",wi,dane county
6.9,"63,608",wi,dodge county
9.9,"61,221",wi,door county
6.6,"50,637",wi,douglas county
6.4,"57,506",wi,dunn county
5.7,"60,111",wi,eau claire county
8.3,"53,188",wi,florence county
6.1,"59,428",wi,fond du lac county
11.0,"45,156",wi,forest county
5.9,"57,328",wi,grant county
5.7,"63,160",wi,green county
7.9,"55,512",wi,green lake county
6.5,"68,017",wi,iowa county
10.7,"44,130",wi,iron county
7.1,"52,919",wi,jackson county
6.3,"65,831",wi,jefferson county
8.1,"52,891",wi,juneau county
7.7,"65,013",wi,kenosha county
6.4,"63,612",wi,kewaunee county
5.3,"60,619",wi,la crosse county
5.4,"60,711",wi,lafayette county
9.1,"51,334",wi,langlade county
8.3,"56,645",wi,lincoln county
7.4,"56,466",wi,manitowoc county
6.7,"63,442",wi,marathon county
7.9,"50,670",wi,marinette county
8.4,"46,964",wi,marquette county
15.8,"40,682",wi,menominee county
8.4,"49,771",wi,milwaukee county
6.9,"58,391",wi,monroe county
7.7,"59,983",wi,oconto county
8.6,"53,805",wi,oneida county
6.1,"65,993",wi,outagamie county
5.2,"83,014",wi,ozaukee county
5.7,"56,348",wi,pepin county
5.3,"75,421",wi,pierce county
7.1,"59,990",wi,polk county
6.9,"59,032",wi,portage county
6.9,"47,032",wi,price county
8.3,"60,349",wi,racine county
6.1,"53,050",wi,richland county
7.7,"57,675",wi,rock county
8.5,"48,448",wi,rusk county
5.4,"82,575",wi,st. croix county
6.3,"57,256",wi,sauk county
10.9,"46,490",wi,sawyer county
7.5,"56,022",wi,shawano county
6.1,"61,906",wi,sheboygan county
6.4,"56,981",wi,taylor county
5.6,"56,978",wi,trempealeau county
6.0,"51,692",wi,vernon county
10.1,"47,198",wi,vilas county
6.8,"64,234",wi,walworth county
7.4,"50,482",wi,washburn county
5.7,"75,799",wi,washington county
5.5,"87,333",wi,waukesha county
7.3,"58,648",wi,waupaca county
8.6,"52,340",wi,waushara county
6.4,"57,785",wi,winnebago county
7.3,"55,879",wi,wood county
4.7,"62,259",wi,wyoming
3.8,"47,561",wy,albany county
5.2,"55,195",wy,big horn county
4.2,"78,112",wy,campbell county
4.3,"61,773",wy,carbon county
3.7,"68,162",wy,converse county
4.4,"64,053",wy,crook county
5.7,"51,204",wy,fremont county
4.2,"51,676",wy,goshen county
4.7,"49,356",wy,hot springs county
5.1,"57,676",wy,johnson county
4.8,"63,839",wy,laramie county
5.7,"69,598",wy,lincoln county
4.5,"64,714",wy,natrona county
3.5,"51,036",wy,niobrara county
5.1,"58,873",wy,park county
4.4,"54,165",wy,platte county
5.5,"58,307",wy,sheridan county
4.7,"74,570",wy,sublette county
4.4,"73,315",wy,sweetwater county
5.6,"99,087",wy,teton county
5.3,"63,401",wy,uinta county
5.0,"55,190",wy,washakie county
3.6,"54,319",wy,weston county
14.3,,pr,puerto rico
23.1,,pr,adjuntas municipio
18.5,,pr,aguada municipio
17.5,,pr,aguadilla municipio
16.8,,pr,aguas buenas municipio
17.1,,pr,aibonito municipio
18.4,,pr,anasco municipio
15.6,,pr,arecibo municipio
25.3,,pr,arroyo municipio
21.5,,pr,barceloneta municipio
15.5,,pr,barranquitas municipio
10.1,,pr,bayamon municipio
20.2,,pr,cabo rojo municipio
11.9,,pr,caguas municipio
15.1,,pr,camuy municipio
13.1,,pr,canovanas municipio
9.5,,pr,carolina municipio
13.0,,pr,catano municipio
13.6,,pr,cayey municipio
18.1,,pr,ceiba municipio
25.7,,pr,ciales municipio
12.7,,pr,cidra municipio
20.2,,pr,coamo municipio
20.0,,pr,comerio municipio
15.0,,pr,corozal municipio
6.7,,pr,culebra municipio
8.9,,pr,dorado municipio
17.1,,pr,fajardo municipio
20.9,,pr,florida municipio
26.7,,pr,guanica municipio
21.7,,pr,guayama municipio
22.0,,pr,guayanilla municipio
6.1,,pr,guaynabo municipio
10.7,,pr,gurabo municipio
16.1,,pr,hatillo municipio
17.0,,pr,hormigueros municipio
18.3,,pr,humacao municipio
17.4,,pr,isabela municipio
18.3,,pr,jayuya municipio
15.6,,pr,juana diaz municipio
15.5,,pr,juncos municipio
27.4,,pr,lajas municipio
24.8,,pr,lares municipio
24.1,,pr,las marias municipio
17.6,,pr,las piedras municipio
12.5,,pr,loiza municipio
18.9,,pr,luquillo municipio
13.7,,pr,manati municipio
21.1,,pr,maricao municipio
21.6,,pr,maunabo municipio
19.1,,pr,mayaguez municipio
19.8,,pr,moca municipio
19.3,,pr,morovis municipio
16.3,,pr,naguabo municipio
16.5,,pr,naranjito municipio
18.7,,pr,orocovis municipio
24.4,,pr,patillas municipio
20.5,,pr,penuelas municipio
16.0,,pr,ponce municipio
18.9,,pr,quebradillas municipio
20.5,,pr,rincon municipio
11.8,,pr,rio grande municipio
21.2,,pr,sabana grande municipio
26.0,,pr,salinas municipio
19.9,,pr,san german municipio
8.0,,pr,san juan municipio
16.6,,pr,san lorenzo municipio
23.8,,pr,san sebastian municipio
18.9,,pr,santa isabel municipio
9.3,,pr,toa alta municipio
10.5,,pr,toa baja municipio
7.6,,pr,trujillo alto municipio
19.6,,pr,utuado municipio
14.1,,pr,vega alta municipio
16.5,,pr,vega baja municipio
15.9,,pr,vieques municipio
21.6,,pr,villalba municipio
23.9,,pr,yabucoa municipio
21.1,,pr,yauco municipio
